,mean_rewards,median_rewards,min_rewards,max_rewards,steps
0,-3897.401379,-3897.401379,-4091.700392,-3703.102366,3840
1,-3897.401379,-3897.401379,-4091.700392,-3703.102366,4320
2,-3897.401379,-3897.401379,-4091.700392,-3703.102366,4800
3,-3897.401379,-3897.401379,-4091.700392,-3703.102366,5280
4,-2969.067516333333,-3703.102366,-4091.700392,-1112.399791,5760
5,-2969.067516333333,-3703.102366,-4091.700392,-1112.399791,6240
6,-2969.067516333333,-3703.102366,-4091.700392,-1112.399791,6720
7,-2969.067516333333,-3703.102366,-4091.700392,-1112.399791,7200
8,-2785.078563,-2968.1070345,-4091.700392,-1112.399791,7680
9,-2785.078563,-2968.1070345,-4091.700392,-1112.399791,8160
10,-2785.078563,-2968.1070345,-4091.700392,-1112.399791,8640
11,-2785.078563,-2968.1070345,-4091.700392,-1112.399791,9120
12,-2511.1973226,-2233.111703,-4091.700392,-1112.399791,9600
13,-2511.1973226,-2233.111703,-4091.700392,-1112.399791,10080
14,-2511.1973226,-2233.111703,-4091.700392,-1112.399791,10560
15,-2511.1973226,-2233.111703,-4091.700392,-1112.399791,11040
16,-2303.636476666667,-1824.392032,-4091.700392,-1112.399791,11520
17,-2303.636476666667,-1824.392032,-4091.700392,-1112.399791,12000
18,-2303.636476666667,-1824.392032,-4091.700392,-1112.399791,12480
19,-2303.636476666667,-1824.392032,-4091.700392,-1112.399791,12960
20,-2184.2708364285713,-1468.076995,-4091.700392,-1112.399791,13440
21,-2184.2708364285713,-1468.076995,-4091.700392,-1112.399791,13920
22,-2184.2708364285713,-1468.076995,-4091.700392,-1112.399791,14400
23,-2184.2708364285713,-1468.076995,-4091.700392,-1112.399791,14880
24,-2060.56876375,-1441.874678,-4091.700392,-1112.399791,15360
25,-2060.56876375,-1441.874678,-4091.700392,-1112.399791,15840
26,-2060.56876375,-1441.874678,-4091.700392,-1112.399791,16320
27,-2060.56876375,-1441.874678,-4091.700392,-1112.399791,16800
28,-2081.5556402222223,-1468.076995,-4091.700392,-1112.399791,17280
29,-2081.5556402222223,-1468.076995,-4091.700392,-1112.399791,17760
30,-2081.5556402222223,-1468.076995,-4091.700392,-1112.399791,18240
31,-2081.5556402222223,-1468.076995,-4091.700392,-1112.399791,18720
32,-2016.6582511000001,-1450.329372,-4091.700392,-1112.399791,19200
33,-2016.6582511000001,-1450.329372,-4091.700392,-1112.399791,19680
34,-2016.6582511000001,-1450.329372,-4091.700392,-1112.399791,20160
35,-2016.6582511000001,-1450.329372,-4091.700392,-1112.399791,20640
36,-1859.0655016,-1450.329372,-3703.102366,-1112.399791,21120
37,-1859.0655016,-1450.329372,-3703.102366,-1112.399791,21600
38,-1859.0655016,-1450.329372,-3703.102366,-1112.399791,22080
39,-1859.0655016,-1450.329372,-3703.102366,-1112.399791,22560
40,-1635.1276263999998,-1448.1526815,-2515.772897,-1112.399791,23040
41,-1635.1276263999998,-1448.1526815,-2515.772897,-1112.399791,23520
42,-1635.1276263999998,-1448.1526815,-2515.772897,-1112.399791,24000
43,-1635.1276263999998,-1448.1526815,-2515.772897,-1112.399791,24480
44,-1722.2784063,-1465.9003045,-2515.772897,-1194.654255,24960
45,-1722.2784063,-1465.9003045,-2515.772897,-1194.654255,25440
46,-1722.2784063,-1465.9003045,-2515.772897,-1194.654255,25920
47,-1722.2784063,-1465.9003045,-2515.772897,-1194.654255,26400
48,-1682.2733540000002,-1465.9003045,-2515.772897,-1194.654255,26880
49,-1682.2733540000002,-1465.9003045,-2515.772897,-1194.654255,27360
