,mean_rewards,median_rewards,min_rewards,max_rewards,steps
0,-1304.2766725000001,-1304.2766725000001,-1413.479676,-1195.073669,2880
1,-1304.2766725000001,-1304.2766725000001,-1413.479676,-1195.073669,3360
2,-1304.2766725000001,-1304.2766725000001,-1413.479676,-1195.073669,3840
3,-1335.2880203333334,-1397.310716,-1413.479676,-1195.073669,4320
4,-1335.2880203333334,-1397.310716,-1413.479676,-1195.073669,4800
5,-1335.2880203333334,-1397.310716,-1413.479676,-1195.073669,5280
6,-1255.12947175,-1296.1921925000001,-1413.479676,-1014.653826,5760
7,-1255.12947175,-1296.1921925000001,-1413.479676,-1014.653826,6240
8,-1265.7241192,-1308.102709,-1413.479676,-1014.653826,6720
9,-1265.7241192,-1308.102709,-1413.479676,-1014.653826,7200
10,-1265.7241192,-1308.102709,-1413.479676,-1014.653826,7680
11,-1221.862437,-1251.588189,-1413.479676,-1002.554026,8160
12,-1221.862437,-1251.588189,-1413.479676,-1002.554026,8640
13,-1221.862437,-1251.588189,-1413.479676,-1002.554026,9120
14,-1196.7042937142855,-1195.073669,-1413.479676,-1002.554026,9600
15,-1196.7042937142855,-1195.073669,-1413.479676,-1002.554026,10080
16,-1196.7042937142855,-1195.073669,-1413.479676,-1002.554026,10560
17,-1192.505230625,-1179.092729,-1413.479676,-1002.554026,11040
18,-1192.505230625,-1179.092729,-1413.479676,-1002.554026,11520
19,-1192.505230625,-1179.092729,-1413.479676,-1002.554026,12000
20,-1201.1197317777778,-1195.073669,-1413.479676,-1002.554026,12480
21,-1201.1197317777778,-1195.073669,-1413.479676,-1002.554026,12960
22,-1193.8144674999999,-1179.092729,-1413.479676,-1002.554026,13440
23,-1193.8144674999999,-1179.092729,-1413.479676,-1002.554026,13920
24,-1193.8144674999999,-1179.092729,-1413.479676,-1002.554026,14400
25,-1156.4434185,-1145.5894389999999,-1397.310716,-1002.554026,14880
26,-1156.4434185,-1145.5894389999999,-1397.310716,-1002.554026,15360
27,-1156.4434185,-1145.5894389999999,-1397.310716,-1002.554026,15840
28,-1147.2352738999998,-1115.529656,-1397.310716,-1002.554026,16320
29,-1147.2352738999998,-1115.529656,-1397.310716,-1002.554026,16800
30,-1147.2352738999998,-1115.529656,-1397.310716,-1002.554026,17280
31,-1109.4518868,-1074.3738285,-1308.102709,-1002.554026,17760
32,-1109.4518868,-1074.3738285,-1308.102709,-1002.554026,18240
33,-1127.5230514,-1115.529656,-1308.102709,-1002.554026,18720
34,-1127.5230514,-1115.529656,-1308.102709,-1002.554026,19200
35,-1127.5230514,-1115.529656,-1308.102709,-1002.554026,19680
36,-1115.7538497,-1115.529656,-1270.035741,-1002.554026,20160
37,-1115.7538497,-1115.529656,-1270.035741,-1002.554026,20640
38,-1115.7538497,-1115.529656,-1270.035741,-1002.554026,21120
39,-1113.1446797999997,-1115.529656,-1270.035741,-976.462327,21600
40,-1113.1446797999997,-1115.529656,-1270.035741,-976.462327,22080
41,-1113.1446797999997,-1115.529656,-1270.035741,-976.462327,22560
